output_file,source_phoneme,source_noise,snr_db,time_stretch,noise_start_time
अ_aug_1142.wav,अ_female-7_026.wav,125981__xserra__temple-iit-mumbai.wav,14.31,0.98,27.27
अ_aug_1143.wav,अ_female-2_045.wav,466270__kevp888__mvi_7516_in_kolkatamullikghat.mp3,11.62,0.98,18.80
अ_aug_1144.wav,अ_female-3_062.wav,451364__kyles__demolition-construction-site-machines-diggers-working-and-nearby-crowd-voices-india.flac,7.56,1.00,127.98
अ_aug_1145.wav,अ_female-6_079.wav,263635__alcappuccino__india-trivandrum-street-market-voices-indistinguishable-music-traffic-tuktuks-honking.wav,9.61,0.95,13.85
अ_aug_1146.wav,अ_female-3_062.wav,451528__kyles__traffic-medium-throaty-nearby-covered-sidewalk-cavernous-acoustic-street-market-hall-people-and-movement-india.flac,11.38,0.97,25.92
अ_aug_1147.wav,अ_female-7_020.wav,437345__giddster__crows-cawing.wav,18.88,0.95,12.63
अ_aug_1148.wav,अ_male-4_064.wav,465693__nielsvdb__old-delhi-street-ambience-02.wav,0.65,1.08,9.47
अ_aug_1149.wav,अ_female-6_079.wav,439983__kevp888__br_012_india_agra.mp3,14.66,0.95,109.08
अ_aug_1150.wav,अ_female-4_054.wav,181026__calcuttan__college-street.wav,10.52,1.01,43.39
अ_aug_1013.wav,अ_female-3_059.wav,756723__evanboyerman__bathroom-ceiling-vent-fan-mono.wav,1.00,0.97,1.30
अ_aug_1014.wav,अ_female-5_082.wav,516655__soundensemble__39-se-4ch-delhi-atmo-street-traffic-horns-walk-hindu-voices-bazaar.wav,2.06,1.07,45.01
अ_aug_1015.wav,अ_female-7_042.wav,451528__kyles__traffic-medium-throaty-nearby-covered-sidewalk-cavernous-acoustic-street-market-hall-people-and-movement-india.flac,10.70,1.05,58.25
अ_aug_1016.wav,अ_male-4_063.wav,436788__roboroo__murder-of-crows.wav,13.30,0.97,16.50
अ_aug_1017.wav,अ_male-3_007.wav,462494__rucisko__busy-city-05.wav,3.66,0.98,14.33
अ_aug_1018.wav,अ_female-6_068.wav,518676__psubhashish__bengaluru-is-becoming-busier-post-partial-relaxation-of-covid-19-lockdown-binaural-soundscape.wav,8.53,0.99,289.71
अ_aug_1019.wav,अ_female-1_014.wav,462494__rucisko__busy-city-05.wav,1.63,1.03,19.51
अ_aug_1020.wav,अ_female-7_023.wav,466270__kevp888__mvi_7516_in_kolkatamullikghat.mp3,12.66,0.93,25.31
अ_aug_1021.wav,अ_female-5_080.wav,439983__kevp888__br_012_india_agra.mp3,4.58,1.10,4.60
अ_aug_1022.wav,अ_female-7_037.wav,263627__alcappuccino__india-streets-agra-city-horses-children-traffic-pedestrians.wav,0.84,1.07,69.41
अ_aug_1023.wav,अ_male-5_089.wav,327449__seventhsamurai__old-noisy-ceiling-fan-roomtone.wav,9.47,0.95,18.12
अ_aug_1024.wav,अ_female-7_024.wav,756723__evanboyerman__bathroom-ceiling-vent-fan-mono.wav,4.58,0.93,27.17
अ_aug_1025.wav,अ_female-4_052.wav,465693__nielsvdb__old-delhi-street-ambience-02(1).wav,11.98,0.98,7.60
अ_aug_1026.wav,अ_female-3_058.wav,181026__calcuttan__college-street.wav,10.27,0.98,31.21
अ_aug_1027.wav,अ_male-3_006.wav,95714__snotch__07091704_indiazanskarrangdum_cowecho.wav,4.34,0.98,37.49
अ_aug_1028.wav,अ_female-5_084.wav,263635__alcappuccino__india-trivandrum-street-market-voices-indistinguishable-music-traffic-tuktuks-honking.wav,5.33,1.02,54.57
अ_aug_1029.wav,अ_female-5_084.wav,276590__the_sound_side__indian-market.wav,3.73,0.97,195.10
अ_aug_1030.wav,अ_female-7_019.wav,451381__kyles__fish-market-ext-busy-active8-ice-coolers-voices-children-and-distant-throaty-boats-india.flac,15.86,1.05,41.41
अ_aug_1031.wav,अ_female-7_039.wav,451381__kyles__fish-market-ext-busy-active8-ice-coolers-voices-children-and-distant-throaty-boats-india.flac,12.30,1.00,6.88
अ_aug_1032.wav,अ_female-7_032.wav,585731__seventhsamurai__ext-mumbai-city-traffic-ambience.wav,17.01,0.92,130.28
अ_aug_1033.wav,अ_male-7_001.wav,276590__the_sound_side__indian-market.wav,5.53,0.90,224.11
अ_aug_1034.wav,अ_female-7_028.wav,439983__kevp888__br_012_india_agra.mp3,12.85,0.99,84.15
अ_aug_1035.wav,अ_female-1_015.wav,725411__virgile_loiseau__market-in-a-small-village-calling-motorcycle-horns-people-speaker-near.wav,16.99,1.08,79.75
अ_aug_1036.wav,अ_female-6_071.wav,462494__rucisko__busy-city-05.wav,1.72,1.03,40.50
अ_aug_1037.wav,अ_female-4_051.wav,65185__carbilicon__india-man-2.wav,0.45,0.99,18.79
अ_aug_1038.wav,अ_female-6_068.wav,345313__embracetheart__city-traffic-outdoor.wav,2.84,0.98,12.77
अ_aug_1039.wav,अ_male-2_043.wav,417625__martinsadoux__india-calcutta-the-workers-take-out-of-the-factory-and-join-them-bikes.wav,3.07,1.09,115.30
अ_aug_1040.wav,अ_female-1_015.wav,95714__snotch__07091704_indiazanskarrangdum_cowecho.wav,6.27,1.03,11.02
अ_aug_1041.wav,अ_female-5_080.wav,261867__bohitomi__hindu-ritual-puja-in-the-temple-with-bells.wav,7.86,1.07,117.98
अ_aug_1042.wav,अ_female-7_033.wav,436788__roboroo__murder-of-crows.wav,8.24,0.90,19.61
अ_aug_1043.wav,अ_male-3_004.wav,263635__alcappuccino__india-trivandrum-street-market-voices-indistinguishable-music-traffic-tuktuks-honking.wav,1.49,0.96,45.35
अ_aug_1044.wav,अ_female-4_052.wav,261867__bohitomi__hindu-ritual-puja-in-the-temple-with-bells.wav,2.11,0.92,253.26
अ_aug_1045.wav,अ_male-7_001.wav,65185__carbilicon__india-man-2.wav,19.86,0.95,23.37
अ_aug_1046.wav,अ_female-5_083.wav,466270__kevp888__mvi_7516_in_kolkatamullikghat.mp3,19.22,1.02,11.09
अ_aug_1047.wav,अ_female-4_047.wav,462494__rucisko__busy-city-05.wav,4.40,0.90,18.07
अ_aug_1048.wav,अ_female-3_056.wav,465693__nielsvdb__old-delhi-street-ambience-02.wav,16.18,0.94,45.91
अ_aug_1049.wav,अ_female-5_084.wav,451364__kyles__demolition-construction-site-machines-diggers-working-and-nearby-crowd-voices-india.flac,11.61,0.94,408.41
अ_aug_1050.wav,अ_female-7_042.wav,436788__roboroo__murder-of-crows.wav,6.96,1.10,20.48
अ_aug_1051.wav,अ_female-1_015.wav,585731__seventhsamurai__ext-mumbai-city-traffic-ambience.wav,12.74,1.00,130.40
अ_aug_1052.wav,अ_female-7_027.wav,725637__virgile_loiseau__warehouse-siren-from-a-market-in-a-small-town.wav,16.32,1.04,13.78
अ_aug_1053.wav,अ_female-5_082.wav,276590__the_sound_side__indian-market.wav,11.13,1.03,96.80
अ_aug_1054.wav,अ_female-6_066.wav,756723__evanboyerman__bathroom-ceiling-vent-fan-mono.wav,2.39,1.03,14.84
अ_aug_1055.wav,अ_female-5_083.wav,451381__kyles__fish-market-ext-busy-active8-ice-coolers-voices-children-and-distant-throaty-boats-india.flac,17.25,1.09,41.26
अ_aug_1056.wav,अ_female-7_024.wav,186745__calcuttan__kali-temple-soundscape.wav,17.86,1.03,134.38
अ_aug_1057.wav,अ_female-6_068.wav,263627__alcappuccino__india-streets-agra-city-horses-children-traffic-pedestrians.wav,10.72,0.98,102.88
अ_aug_1058.wav,अ_female-6_066.wav,261867__bohitomi__hindu-ritual-puja-in-the-temple-with-bells.wav,16.47,0.98,440.11
अ_aug_1243.wav,अ_female-7_020.wav,516655__soundensemble__39-se-4ch-delhi-atmo-street-traffic-horns-walk-hindu-voices-bazaar.wav,6.10,1.01,16.47
अ_aug_1244.wav,अ_female-5_082.wav,186745__calcuttan__kali-temple-soundscape.wav,16.29,0.93,134.21
अ_aug_1245.wav,अ_female-5_084.wav,437345__giddster__crows-cawing.wav,9.07,1.04,35.17
अ_aug_1246.wav,अ_female-3_060.wav,437345__giddster__crows-cawing.wav,9.62,1.03,4.51
अ_aug_1247.wav,अ_male-5_089.wav,345313__embracetheart__city-traffic-outdoor.wav,17.67,1.02,7.54
अ_aug_1248.wav,अ_male-3_011.wav,327449__seventhsamurai__old-noisy-ceiling-fan-roomtone.wav,7.02,0.98,61.31
अ_aug_1249.wav,अ_male-3_009.wav,345313__embracetheart__city-traffic-outdoor.wav,16.45,1.06,25.41
अ_aug_1250.wav,अ_female-7_028.wav,585731__seventhsamurai__ext-mumbai-city-traffic-ambience.wav,14.42,0.93,105.42
अ_aug_1251.wav,अ_female-4_054.wav,462494__rucisko__busy-city-05.wav,19.56,1.04,43.67
अ_aug_1252.wav,अ_female-3_057.wav,462494__rucisko__busy-city-05.wav,4.78,0.96,53.82
अ_aug_1253.wav,अ_female-3_062.wav,462494__rucisko__busy-city-05.wav,10.99,1.08,5.40
अ_aug_1254.wav,अ_male-7_001.wav,516655__soundensemble__39-se-4ch-delhi-atmo-street-traffic-horns-walk-hindu-voices-bazaar.wav,11.77,0.99,54.80
अ_aug_1255.wav,अ_female-6_071.wav,65855__bosone__indian-children-street-voices.wav,15.16,0.91,15.83
अ_aug_1256.wav,अ_female-5_080.wav,725637__virgile_loiseau__warehouse-siren-from-a-market-in-a-small-town.wav,14.81,0.99,21.04
अ_aug_1257.wav,अ_male-3_004.wav,465693__nielsvdb__old-delhi-street-ambience-02.wav,8.54,1.06,10.82
अ_aug_1258.wav,अ_female-7_020.wav,261867__bohitomi__hindu-ritual-puja-in-the-temple-with-bells.wav,19.16,0.92,223.78
अ_aug_1259.wav,अ_female-6_067.wav,725637__virgile_loiseau__warehouse-siren-from-a-market-in-a-small-town.wav,19.85,1.01,58.28
अ_aug_1260.wav,अ_male-3_012.wav,756723__evanboyerman__bathroom-ceiling-vent-fan-mono.wav,16.75,1.07,1.71
अ_aug_1261.wav,अ_male-3_004.wav,466270__kevp888__mvi_7516_in_kolkatamullikghat.mp3,9.78,0.98,30.70
अ_aug_1262.wav,अ_female-5_081.wav,263627__alcappuccino__india-streets-agra-city-horses-children-traffic-pedestrians.wav,18.20,1.03,47.56
अ_aug_1263.wav,अ_male-4_063.wav,437345__giddster__crows-cawing.wav,2.34,1.03,29.44
अ_aug_1264.wav,अ_female-6_069.wav,462494__rucisko__busy-city-05.wav,0.65,1.07,23.20
अ_aug_1265.wav,अ_female-7_032.wav,276590__the_sound_side__indian-market.wav,5.06,1.06,61.50
अ_aug_1266.wav,अ_female-4_050.wav,451528__kyles__traffic-medium-throaty-nearby-covered-sidewalk-cavernous-acoustic-street-market-hall-people-and-movement-india.flac,7.72,1.02,68.34
अ_aug_1267.wav,अ_female-3_058.wav,345313__embracetheart__city-traffic-outdoor.wav,5.57,0.92,11.02
अ_aug_1268.wav,अ_female-6_076.wav,439983__kevp888__br_012_india_agra.mp3,9.60,1.00,52.39
अ_aug_1269.wav,अ_male-3_010.wav,466270__kevp888__mvi_7516_in_kolkatamullikghat.mp3,8.05,0.91,9.90
अ_aug_1270.wav,अ_female-4_051.wav,465693__nielsvdb__old-delhi-street-ambience-02(1).wav,7.85,0.93,19.72
अ_aug_1271.wav,अ_female-7_040.wav,65185__carbilicon__india-man-2.wav,3.49,0.98,27.07
अ_aug_1272.wav,अ_female-7_038.wav,261867__bohitomi__hindu-ritual-puja-in-the-temple-with-bells.wav,16.05,1.05,440.05
अ_aug_1273.wav,अ_male-3_009.wav,263635__alcappuccino__india-trivandrum-street-market-voices-indistinguishable-music-traffic-tuktuks-honking.wav,6.01,1.03,41.36
अ_aug_1274.wav,अ_female-4_052.wav,465693__nielsvdb__old-delhi-street-ambience-02(1).wav,13.83,0.95,45.72
अ_aug_1275.wav,अ_female-6_066.wav,518676__psubhashish__bengaluru-is-becoming-busier-post-partial-relaxation-of-covid-19-lockdown-binaural-soundscape.wav,19.32,0.91,125.60
अ_aug_1276.wav,अ_female-7_036.wav,451364__kyles__demolition-construction-site-machines-diggers-working-and-nearby-crowd-voices-india.flac,15.46,0.93,53.63
अ_aug_1277.wav,अ_female-7_020.wav,451364__kyles__demolition-construction-site-machines-diggers-working-and-nearby-crowd-voices-india.flac,16.44,1.03,340.23
अ_aug_1278.wav,अ_female-6_073.wav,65185__carbilicon__india-man-2.wav,2.25,1.08,21.97
अ_aug_1279.wav,अ_female-7_022.wav,451381__kyles__fish-market-ext-busy-active8-ice-coolers-voices-children-and-distant-throaty-boats-india.flac,5.39,0.99,37.74
अ_aug_1280.wav,अ_female-6_074.wav,125981__xserra__temple-iit-mumbai.wav,0.16,0.94,148.27
अ_aug_1281.wav,अ_female-4_053.wav,436788__roboroo__murder-of-crows.wav,2.46,0.95,10.04
अ_aug_1282.wav,अ_male-4_063.wav,465693__nielsvdb__old-delhi-street-ambience-02.wav,9.24,1.08,12.84
अ_aug_1283.wav,अ_female-7_017.wav,451381__kyles__fish-market-ext-busy-active8-ice-coolers-voices-children-and-distant-throaty-boats-india.flac,17.74,1.08,24.80
अ_aug_1284.wav,अ_female-6_065.wav,345313__embracetheart__city-traffic-outdoor.wav,2.37,1.09,39.43
अ_aug_1285.wav,अ_female-7_024.wav,417625__martinsadoux__india-calcutta-the-workers-take-out-of-the-factory-and-join-them-bikes.wav,9.39,0.91,88.22
अ_aug_1286.wav,अ_male-5_089.wav,276590__the_sound_side__indian-market.wav,12.46,0.96,114.09
अ_aug_1287.wav,अ_female-7_021.wav,327449__seventhsamurai__old-noisy-ceiling-fan-roomtone.wav,4.63,0.99,11.48
अ_aug_1288.wav,अ_male-3_002.wav,756723__evanboyerman__bathroom-ceiling-vent-fan-mono.wav,11.45,0.99,37.43
अ_aug_1289.wav,अ_female-5_084.wav,437345__giddster__crows-cawing.wav,14.04,0.93,32.37
अ_aug_1290.wav,अ_female-4_050.wav,465693__nielsvdb__old-delhi-street-ambience-02.wav,7.64,1.06,44.27
अ_aug_1291.wav,अ_male-1_087.wav,276590__the_sound_side__indian-market.wav,5.52,1.07,92.27
अ_aug_1292.wav,अ_female-7_022.wav,465693__nielsvdb__old-delhi-street-ambience-02.wav,1.83,1.09,21.51
अ_aug_1293.wav,अ_female-6_078.wav,518676__psubhashish__bengaluru-is-becoming-busier-post-partial-relaxation-of-covid-19-lockdown-binaural-soundscape.wav,19.03,0.93,306.94
अ_aug_1294.wav,अ_male-1_087.wav,95714__snotch__07091704_indiazanskarrangdum_cowecho.wav,18.96,1.01,3.34
अ_aug_1295.wav,अ_female-7_027.wav,440148__kevp888__br_061_india_varanasi.mp3,12.02,0.99,46.85
अ_aug_1296.wav,अ_female-7_037.wav,436788__roboroo__murder-of-crows.wav,15.05,0.90,7.26
अ_aug_1297.wav,अ_female-6_071.wav,725412__virgile_loiseau__market-in-a-small-village-calling-motorcycle-horns-people-speaker.wav,19.03,1.07,9.86
अ_aug_1298.wav,अ_male-2_043.wav,562154__anzbot__riding-on-a-bus-in-india.mp3,7.39,0.94,53.12
अ_aug_1299.wav,अ_female-7_038.wav,186745__calcuttan__kali-temple-soundscape.wav,18.34,1.02,36.46
अ_aug_1300.wav,अ_female-6_067.wav,181026__calcuttan__college-street.wav,6.09,1.04,28.61
अ_aug_1301.wav,अ_female-3_058.wav,440148__kevp888__br_061_india_varanasi.mp3,0.54,1.00,4.46
अ_aug_1302.wav,अ_female-7_025.wav,263635__alcappuccino__india-trivandrum-street-market-voices-indistinguishable-music-traffic-tuktuks-honking.wav,7.52,0.94,49.86
अ_aug_1303.wav,अ_female-7_030.wav,756723__evanboyerman__bathroom-ceiling-vent-fan-mono.wav,6.00,1.07,24.29
अ_aug_1304.wav,अ_female-6_074.wav,465693__nielsvdb__old-delhi-street-ambience-02(1).wav,8.58,0.98,3.91
अ_aug_1305.wav,अ_male-3_008.wav,423509__martinsadoux__india-small-street-neighbourhood-voices.wav,7.49,0.99,120.30
अ_aug_1306.wav,अ_female-7_027.wav,518586__psubhashish__construction-workers-are-back-after-the-covid-19-lockdown-is-relaxed.wav,18.09,0.96,140.14
अ_aug_1307.wav,अ_female-7_039.wav,440148__kevp888__br_061_india_varanasi.mp3,6.28,1.04,14.20
अ_aug_1308.wav,अ_female-6_069.wav,756723__evanboyerman__bathroom-ceiling-vent-fan-mono.wav,13.58,0.97,27.77
अ_aug_1309.wav,अ_male-3_006.wav,423509__martinsadoux__india-small-street-neighbourhood-voices.wav,17.82,1.01,199.50
अ_aug_1310.wav,अ_female-6_077.wav,186745__calcuttan__kali-temple-soundscape.wav,9.46,0.90,92.12
अ_aug_1311.wav,अ_male-7_001.wav,516655__soundensemble__39-se-4ch-delhi-atmo-street-traffic-horns-walk-hindu-voices-bazaar.wav,0.08,0.96,75.19
अ_aug_1312.wav,अ_female-6_076.wav,518586__psubhashish__construction-workers-are-back-after-the-covid-19-lockdown-is-relaxed.wav,18.31,1.00,2.90
अ_aug_1313.wav,अ_female-7_037.wav,327449__seventhsamurai__old-noisy-ceiling-fan-roomtone.wav,18.86,1.02,5.21
अ_aug_1314.wav,अ_female-6_072.wav,451528__kyles__traffic-medium-throaty-nearby-covered-sidewalk-cavernous-acoustic-street-market-hall-people-and-movement-india.flac,3.97,1.09,97.12
अ_aug_1315.wav,अ_female-6_067.wav,125981__xserra__temple-iit-mumbai.wav,0.24,1.06,199.49
अ_aug_1316.wav,अ_female-4_049.wav,437345__giddster__crows-cawing.wav,3.96,0.94,10.54
अ_aug_1317.wav,अ_male-3_004.wav,462494__rucisko__busy-city-05.wav,16.83,1.09,33.38
अ_aug_1318.wav,अ_female-2_045.wav,451381__kyles__fish-market-ext-busy-active8-ice-coolers-voices-children-and-distant-throaty-boats-india.flac,15.35,1.00,24.28
अ_aug_1319.wav,अ_female-7_039.wav,327449__seventhsamurai__old-noisy-ceiling-fan-roomtone.wav,18.49,0.95,60.29
अ_aug_1320.wav,अ_female-5_084.wav,585731__seventhsamurai__ext-mumbai-city-traffic-ambience.wav,3.25,1.08,86.36
अ_aug_1321.wav,अ_female-5_082.wav,276590__the_sound_side__indian-market.wav,16.40,0.98,100.95
अ_aug_1322.wav,अ_female-7_022.wav,276590__the_sound_side__indian-market.wav,19.61,1.07,11.18
अ_aug_1323.wav,अ_male-3_012.wav,756723__evanboyerman__bathroom-ceiling-vent-fan-mono.wav,11.23,1.09,27.65
अ_aug_1324.wav,अ_female-5_084.wav,451364__kyles__demolition-construction-site-machines-diggers-working-and-nearby-crowd-voices-india.flac,19.27,1.03,210.27
अ_aug_1325.wav,अ_female-6_072.wav,327449__seventhsamurai__old-noisy-ceiling-fan-roomtone.wav,15.11,0.90,41.24
अ_aug_1326.wav,अ_male-3_005.wav,562154__anzbot__riding-on-a-bus-in-india.mp3,14.12,0.93,42.53
अ_aug_1327.wav,अ_female-5_084.wav,462494__rucisko__busy-city-05.wav,2.59,1.03,5.14
अ_aug_1328.wav,अ_male-3_008.wav,261867__bohitomi__hindu-ritual-puja-in-the-temple-with-bells.wav,3.25,1.04,201.08
अ_aug_1329.wav,अ_male-3_006.wav,65855__bosone__indian-children-street-voices.wav,6.57,1.08,23.05
अ_aug_1330.wav,अ_female-3_057.wav,65855__bosone__indian-children-street-voices.wav,14.53,1.01,8.98
अ_aug_1331.wav,अ_female-1_013.wav,345313__embracetheart__city-traffic-outdoor.wav,3.36,0.95,0.99
अ_aug_1332.wav,अ_male-3_004.wav,65855__bosone__indian-children-street-voices.wav,3.85,0.93,3.07
अ_aug_1333.wav,अ_female-3_055.wav,95714__snotch__07091704_indiazanskarrangdum_cowecho.wav,13.92,1.02,12.58
अ_aug_1334.wav,अ_female-3_058.wav,276590__the_sound_side__indian-market.wav,9.71,1.00,62.01
अ_aug_1059.wav,अ_female-7_033.wav,439983__kevp888__br_012_india_agra.mp3,17.75,0.91,9.11
अ_aug_1060.wav,अ_male-3_006.wav,725637__virgile_loiseau__warehouse-siren-from-a-market-in-a-small-town.wav,0.06,0.97,48.87
अ_aug_1061.wav,अ_female-5_085.wav,725411__virgile_loiseau__market-in-a-small-village-calling-motorcycle-horns-people-speaker-near.wav,2.65,1.08,94.85
अ_aug_1062.wav,अ_female-7_032.wav,440148__kevp888__br_061_india_varanasi.mp3,5.33,1.07,84.47
अ_aug_1063.wav,अ_female-7_040.wav,725637__virgile_loiseau__warehouse-siren-from-a-market-in-a-small-town.wav,13.27,0.99,24.19
अ_aug_1064.wav,अ_male-8_044.wav,186745__calcuttan__kali-temple-soundscape.wav,6.95,0.96,77.20
अ_aug_1065.wav,अ_male-1_087.wav,725411__virgile_loiseau__market-in-a-small-village-calling-motorcycle-horns-people-speaker-near.wav,10.03,0.97,3.29
अ_aug_1066.wav,अ_female-3_060.wav,451528__kyles__traffic-medium-throaty-nearby-covered-sidewalk-cavernous-acoustic-street-market-hall-people-and-movement-india.flac,13.31,0.94,39.29
अ_aug_1067.wav,अ_female-2_045.wav,125981__xserra__temple-iit-mumbai.wav,8.56,0.94,42.85
अ_aug_1068.wav,अ_female-4_051.wav,261867__bohitomi__hindu-ritual-puja-in-the-temple-with-bells.wav,9.45,0.90,304.71
अ_aug_1069.wav,अ_female-7_032.wav,437345__giddster__crows-cawing.wav,15.48,0.99,34.15
अ_aug_1070.wav,अ_male-3_004.wav,516655__soundensemble__39-se-4ch-delhi-atmo-street-traffic-horns-walk-hindu-voices-bazaar.wav,16.77,0.96,69.56
अ_aug_1071.wav,अ_female-7_028.wav,451528__kyles__traffic-medium-throaty-nearby-covered-sidewalk-cavernous-acoustic-street-market-hall-people-and-movement-india.flac,0.14,1.04,62.35
अ_aug_1072.wav,अ_female-7_039.wav,327449__seventhsamurai__old-noisy-ceiling-fan-roomtone.wav,17.30,1.03,33.57
अ_aug_1073.wav,अ_female-6_070.wav,466270__kevp888__mvi_7516_in_kolkatamullikghat.mp3,14.23,1.10,34.96
अ_aug_1074.wav,अ_female-7_034.wav,417625__martinsadoux__india-calcutta-the-workers-take-out-of-the-factory-and-join-them-bikes.wav,13.11,0.91,153.15
अ_aug_1075.wav,अ_female-1_014.wav,451381__kyles__fish-market-ext-busy-active8-ice-coolers-voices-children-and-distant-throaty-boats-india.flac,19.44,0.98,38.91
अ_aug_1076.wav,अ_female-3_059.wav,423509__martinsadoux__india-small-street-neighbourhood-voices.wav,16.63,0.92,297.69
अ_aug_1077.wav,अ_female-5_082.wav,436788__roboroo__murder-of-crows.wav,8.98,1.01,7.18
अ_aug_1078.wav,अ_female-1_014.wav,263635__alcappuccino__india-trivandrum-street-market-voices-indistinguishable-music-traffic-tuktuks-honking.wav,8.33,1.07,57.31
अ_aug_1079.wav,अ_female-1_015.wav,562154__anzbot__riding-on-a-bus-in-india.mp3,17.96,1.05,38.07
अ_aug_1080.wav,अ_female-1_015.wav,65855__bosone__indian-children-street-voices.wav,1.12,0.95,1.65
अ_aug_1081.wav,अ_male-3_009.wav,440148__kevp888__br_061_india_varanasi.mp3,6.07,0.91,59.67
अ_aug_1082.wav,अ_female-6_075.wav,261867__bohitomi__hindu-ritual-puja-in-the-temple-with-bells.wav,8.23,1.06,188.59
अ_aug_1083.wav,अ_female-7_036.wav,417625__martinsadoux__india-calcutta-the-workers-take-out-of-the-factory-and-join-them-bikes.wav,11.66,0.97,236.07
अ_aug_1084.wav,अ_female-7_040.wav,465693__nielsvdb__old-delhi-street-ambience-02(1).wav,10.16,1.07,41.01
अ_aug_1085.wav,अ_female-3_062.wav,451364__kyles__demolition-construction-site-machines-diggers-working-and-nearby-crowd-voices-india.flac,9.63,1.09,30.39
अ_aug_1086.wav,अ_female-4_053.wav,345313__embracetheart__city-traffic-outdoor.wav,6.85,1.02,8.85
अ_aug_1087.wav,अ_male-3_012.wav,125981__xserra__temple-iit-mumbai.wav,3.81,1.02,116.37
अ_aug_1088.wav,अ_female-7_035.wav,518586__psubhashish__construction-workers-are-back-after-the-covid-19-lockdown-is-relaxed.wav,12.52,0.91,63.40
अ_aug_1089.wav,अ_female-3_057.wav,465693__nielsvdb__old-delhi-street-ambience-02.wav,15.17,1.00,14.12
अ_aug_1090.wav,अ_male-2_043.wav,263627__alcappuccino__india-streets-agra-city-horses-children-traffic-pedestrians.wav,1.14,0.91,78.45
अ_aug_1091.wav,अ_female-3_062.wav,451528__kyles__traffic-medium-throaty-nearby-covered-sidewalk-cavernous-acoustic-street-market-hall-people-and-movement-india.flac,20.00,1.02,65.47
अ_aug_1092.wav,अ_female-5_080.wav,725412__virgile_loiseau__market-in-a-small-village-calling-motorcycle-horns-people-speaker.wav,18.04,0.95,100.65
अ_aug_1093.wav,अ_female-3_059.wav,562154__anzbot__riding-on-a-bus-in-india.mp3,0.40,1.08,27.08
अ_aug_1094.wav,अ_male-3_010.wav,451528__kyles__traffic-medium-throaty-nearby-covered-sidewalk-cavernous-acoustic-street-market-hall-people-and-movement-india.flac,7.06,1.09,9.10
अ_aug_1095.wav,अ_female-7_031.wav,276590__the_sound_side__indian-market.wav,6.69,0.93,177.44
अ_aug_1096.wav,अ_female-4_050.wav,725412__virgile_loiseau__market-in-a-small-village-calling-motorcycle-horns-people-speaker.wav,2.57,0.91,154.33
अ_aug_1097.wav,अ_female-7_022.wav,725412__virgile_loiseau__market-in-a-small-village-calling-motorcycle-horns-people-speaker.wav,18.32,0.90,147.49
अ_aug_1098.wav,अ_female-6_078.wav,451364__kyles__demolition-construction-site-machines-diggers-working-and-nearby-crowd-voices-india.flac,2.60,1.09,320.06
अ_aug_1099.wav,अ_female-7_025.wav,263635__alcappuccino__india-trivandrum-street-market-voices-indistinguishable-music-traffic-tuktuks-honking.wav,10.17,1.07,56.89
अ_aug_1100.wav,अ_female-7_027.wav,451364__kyles__demolition-construction-site-machines-diggers-working-and-nearby-crowd-voices-india.flac,7.08,0.91,479.96
अ_aug_1101.wav,अ_male-3_005.wav,466270__kevp888__mvi_7516_in_kolkatamullikghat.mp3,14.53,0.95,21.70
अ_aug_1102.wav,अ_female-7_036.wav,327449__seventhsamurai__old-noisy-ceiling-fan-roomtone.wav,16.45,0.96,29.07
अ_aug_1103.wav,अ_female-3_057.wav,585731__seventhsamurai__ext-mumbai-city-traffic-ambience.wav,4.20,0.90,147.34
अ_aug_1104.wav,अ_female-7_039.wav,465693__nielsvdb__old-delhi-street-ambience-02.wav,5.60,1.10,48.94
अ_aug_1151.wav,अ_male-4_063.wav,65185__carbilicon__india-man-2.wav,17.12,0.91,36.19
अ_aug_1152.wav,अ_male-3_006.wav,451381__kyles__fish-market-ext-busy-active8-ice-coolers-voices-children-and-distant-throaty-boats-india.flac,11.12,1.06,0.27
अ_aug_1153.wav,अ_female-7_021.wav,465693__nielsvdb__old-delhi-street-ambience-02(1).wav,4.14,1.00,15.20
अ_aug_1154.wav,अ_female-7_036.wav,186745__calcuttan__kali-temple-soundscape.wav,18.25,1.10,91.02
अ_aug_1155.wav,अ_female-7_036.wav,436788__roboroo__murder-of-crows.wav,11.95,1.04,4.66
अ_aug_1156.wav,अ_female-7_028.wav,585731__seventhsamurai__ext-mumbai-city-traffic-ambience.wav,12.90,0.97,91.57
अ_aug_1157.wav,अ_female-4_050.wav,725412__virgile_loiseau__market-in-a-small-village-calling-motorcycle-horns-people-speaker.wav,7.72,1.09,75.48
अ_aug_1158.wav,अ_female-3_056.wav,462494__rucisko__busy-city-05.wav,7.12,1.02,2.32
अ_aug_1159.wav,अ_female-7_026.wav,440148__kevp888__br_061_india_varanasi.mp3,14.42,1.02,55.87
अ_aug_1160.wav,अ_female-6_072.wav,437345__giddster__crows-cawing.wav,14.07,1.03,9.44
अ_aug_1161.wav,अ_male-1_087.wav,417625__martinsadoux__india-calcutta-the-workers-take-out-of-the-factory-and-join-them-bikes.wav,13.17,0.97,266.25
अ_aug_1162.wav,अ_female-6_070.wav,186745__calcuttan__kali-temple-soundscape.wav,3.23,1.01,62.92
अ_aug_1163.wav,अ_female-3_062.wav,125981__xserra__temple-iit-mumbai.wav,11.47,0.90,168.42
